Address,Parcel,Status,Zillow,List Price (Latest),Lot Size,Desirability,Frontage Type,Square Footage,Price/SqFt,Neighborhood,Bedrooms,Bedrooms Up,Bathrooms,Offices,Floors,HOA fees (mo),Year Built,Storage,Yard Size,Garage Spaces,Formal Dining,Finished Basement,Previous Listing,Photo URL
4060 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4100 N Briarcliff Rd,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4100 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4101 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4105 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4108 N Briarcliff Rd,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4111 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4113 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4114 N Briarcliff Rd,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4118 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4119 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4121 N Briarcliff Rd,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4125 N Briarcliff Rd,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4125 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4125 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4125a N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4126 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4131 N Briarcliff Rd,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4131 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4135 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4141 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4150 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4183 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4200 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4204 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4205 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4205 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4206 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4208 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4212 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4212 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4213 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4215 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4216 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4217 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4218 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4218 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4219 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4220 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4221 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4225 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4226 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4301 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4302 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4303 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4305 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4306 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4306 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4306 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4307 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4309 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4310 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4310 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4310 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4311 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4311 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4312 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4312 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4313 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4314 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4315 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4315 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4315 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4316 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4317 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4318 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4318 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4318 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4319 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4319 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4319 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4321 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4322 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4322 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4322 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4323 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4323 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4324 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4325 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4325 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4326 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4327 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4328 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4329 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4329 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4329 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4330 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4330 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4330 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4332 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4333 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4334 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4335 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4336 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4337 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4338 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4340 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4341 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4342 NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4345 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4400 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4400 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4400 N Mulberry St,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4400 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4401 N Belleview Ave,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4401 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4401 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4401 N Mulberry St,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4401 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4404 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4404 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4404 N Mulberry St,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4404 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4405 N Belleview Ave,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4405 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4405 N Mulberry St,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4405 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4406 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4407 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4407 N Mulberry St,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4408 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4408 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4408 N Mulberry St,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4408 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4409 N Belleview Ave,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4409 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4409 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4411 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4412 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4412 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4412 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4413 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4413 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4416 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4416 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4417 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4417 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4420 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4420 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4421 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4421 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4424 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4424 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4425 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4425 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4428 NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4428 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4429 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4432 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4433 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4436 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4440 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4441 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4444 N Belleview Ave,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4444 NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4500 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4501 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4502 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4503 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4504 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4505 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4505 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4506 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4507 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4508 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4509 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4509 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4510 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4511 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4511 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4512 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4514 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4515 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4516 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4518 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4519 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4520 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4522 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4523 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4525 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4526 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4601 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4601 N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4602 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4603 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4604 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4605 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4606 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4607 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4609 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4611 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4613 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4615 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4617 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4619 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4622 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4624 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4626 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4627 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4628 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4629 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4630 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4631 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4632 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4633 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4634 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4635 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4636 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4637 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4638 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4639 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4640 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4642 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4701 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4703 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4705 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4706 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4706 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4707 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4709 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4709 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4710 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4710 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4711 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4711 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4711 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4714 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4714 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4714 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4715 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4715 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4715 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4718 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4718 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4718 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4719 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4719 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4719 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4721 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4722 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4722 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4723 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4723 N Mulberry Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4725 N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4726 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4727 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4730 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4731 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4734 N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4770 N Belleview Ave,,Off-market,,,,,,,,,,,,,,,,,,,,,,
N Hickory Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
N Holly Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
N Mulberry Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
NW 43rd Ter,,Off-market,,,,,,,,,,,,,,,,,,,,,,
NW 44th Ter,,Off-market,,,,,,,,,,,,,,,,,,,,,,
NW Briar Point Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
NW Briarcliff Cr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
NW Briarcliff Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
NW Briarcliff Pkwy,,Off-market,,,,,,,,,,,,,,,,,,,,,,
NW Claymont Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
NW Wildwood Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
Pointe Dr,,Off-market,,,,,,,,,,,,,,,,,,,,,,
Pointe Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4200 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4206 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4212 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4504 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
4508 N Hickory Ln,,Off-market,,,,,,,,,,,,,,,,,,,,,,
1407 NW 43rd Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
1410 NW 43rd Ct,,Off-market,,,,,,,,,,,,,,,,,,,,,,
